Crop,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sugarcane,Jharkhand,587.89,1465.1,75079.4319,129.3358,38.04833333
Wheat,Jharkhand,124418.04,1465.1,15889427.89,27371.9688,1.280454545
Arhar/Tur,Andhra Pradesh,463000,1004.2,61764200,74080,0.635714286
Bajra,Andhra Pradesh,60000,1004.2,8004000,9600,1.391538462
Bajra,Andhra Pradesh,14000,1004.2,1867600,2240,0.9175
Castor seed,Andhra Pradesh,199000,1004.2,26546600,31840,0.563636364
Cotton(lint),Andhra Pradesh,1134000,1004.2,151275600,181440,2.668
Dry chillies,Andhra Pradesh,174000,1004.2,23211600,27840,2.807894737
Dry chillies,Andhra Pradesh,49000,1004.2,6536600,7840,2.566111111
Gram,Andhra Pradesh,630000,1004.2,84042000,100800,1.28
Groundnut,Andhra Pradesh,1500000,1004.2,200100000,240000,1.334285714
Groundnut,Andhra Pradesh,295000,1004.2,39353000,47200,1.96952381
Horse-gram,Andhra Pradesh,7000,1004.2,933800,1120,0.585
Horse-gram,Andhra Pradesh,43000,1004.2,5736200,6880,0.486363636
Jowar,Andhra Pradesh,143000,1004.2,19076200,22880,1.455714286
Jowar,Andhra Pradesh,188000,1004.2,25079200,30080,1.375384615
Maize,Andhra Pradesh,519000,1004.2,69234600,83040,4.237
Maize,Andhra Pradesh,267000,1004.2,35617800,42720,6.2215
Mesta,Andhra Pradesh,57000,1004.2,7603800,9120,8.165
Moong(Green Gram),Andhra Pradesh,286000,1004.2,38152400,45760,0.424210526
Moong(Green Gram),Andhra Pradesh,152000,1004.2,20276800,24320,0.500769231
Onion,Andhra Pradesh,23000,1004.2,3068200,3680,13.81571429
Onion,Andhra Pradesh,14000,1004.2,1867600,2240,18.07142857
Other  Rabi pulses,Andhra Pradesh,3000,1004.2,400200,480,1.25
Other Kharif pulses,Andhra Pradesh,6000,1004.2,800400,960,0.5
Ragi,Andhra Pradesh,48000,1004.2,6403200,7680,1.445714286
Ragi,Andhra Pradesh,7000,1004.2,933800,1120,1.1
Rice,Andhra Pradesh,2578000,1004.2,343905200,412480,3.094545455
Rice,Andhra Pradesh,1406000,1004.2,187560400,224960,3.159090909
Sesamum,Andhra Pradesh,82000,1004.2,10938800,13120,0.177857143
Sesamum,Andhra Pradesh,31000,1004.2,4135400,4960,0.244545455
Small millets,Andhra Pradesh,35000,1004.2,4669000,5600,0.727142857
Sugarcane,Andhra Pradesh,247000,1004.2,32949800,39520,83.4125
Sunflower,Andhra Pradesh,116000,1004.2,15474400,18560,0.66625
Sunflower,Andhra Pradesh,310000,1004.2,41354000,49600,1.32875
Tobacco,Andhra Pradesh,120000,1004.2,16008000,19200,1.529166667
Urad,Andhra Pradesh,96000,1004.2,12806400,15360,0.534375
Urad,Andhra Pradesh,407000,1004.2,54293800,65120,0.6
Wheat,Andhra Pradesh,8000,1004.2,1067200,1280,1
Arhar/Tur,Bihar,30860,1600.2,4116724,4937.6,1.278648649
Bajra,Bihar,3497,1600.2,466499.8,559.52,1.045
Banana,Bihar,17872,1600.2,2384124.8,2859.52,15.2126087
Barley,Bihar,15402,1600.2,2054626.8,2464.32,1.192647059
Castor seed,Bihar,203,1600.2,27080.2,32.48,0.9775
Coriander,Bihar,2167,1600.2,289077.8,346.72,0.736666667
Dry chillies,Bihar,2680,1600.2,357512,428.8,1.106206897
Garlic,Bihar,2502,1600.2,333766.8,400.32,1.448
Ginger,Bihar,699,1600.2,93246.6,111.84,1.644545455
Gram,Bihar,64105,1600.2,8551607,10256.8,1.088235294
Groundnut,Bihar,1207,1600.2,161013.8,193.12,0.683333333
Jowar,Bihar,3426,1600.2,457028.4,548.16,1.086428571
Jute,Bihar,131627,1600.2,17559041.8,21060.32,9.998571429
Khesari,Bihar,98114,1600.2,13088407.6,15698.24,0.803684211
Linseed,Bihar,27507,1600.2,3669433.8,4401.12,0.828108108
Maize,Bihar,263299,1600.2,35124086.6,42127.84,1.305526316
Maize,Bihar,214521,1600.2,28617101.4,34323.36,3.763611111
Maize,Bihar,181481,1600.2,24209565.4,29036.96,3.207142857
Masoor,Bihar,158487,1600.2,21142165.8,25357.92,0.779736842
Mesta,Bihar,22626,1600.2,3018308.4,3620.16,8.203043478
Moong(Green Gram),Bihar,8834,1600.2,1178455.6,1413.44,0.627878788
Moong(Green Gram),Bihar,156047,1600.2,20816669.8,24967.52,0.644117647
Onion,Bihar,15216,1600.2,2029814.4,2434.56,8.736111111
Other  Rabi pulses,Bihar,3052,1600.2,407136.8,488.32,0.740909091
Other Kharif pulses,Bihar,1403,1600.2,187160.2,224.48,0.657368421
Peas & beans (Pulses),Bihar,23288,1600.2,3106619.2,3726.08,1.094324324
Potato,Bihar,153909,1600.2,20531460.6,24625.44,8.115
Ragi,Bihar,13222,1600.2,1763814.8,2115.52,0.647241379
Rapeseed &Mustard,Bihar,88126,1600.2,11756008.4,14100.16,0.932631579
Rice,Bihar,524266,1600.2,69937084.4,83882.56,0.617
Rice,Bihar,110440,1600.2,14732696,17670.4,1.416666667
Rice,Bihar,2842665,1600.2,379211511,454826.4,1.260789474
Safflower,Bihar,115,1600.2,15341,18.4,0.832857143
Sannhamp,Bihar,3451,1600.2,460363.4,552.16,4.3544
Sesamum,Bihar,2832,1600.2,377788.8,453.12,0.811851852
Small millets,Bihar,7000,1600.2,933800,1120,0.752727273
Sugarcane,Bihar,107039,1600.2,14279002.6,17126.24,33.2446875
Sunflower,Bihar,22052,1600.2,2941736.8,3528.32,1.43037037
Sweet potato,Bihar,3741,1600.2,499049.4,598.56,13.45586207
Tobacco,Bihar,13330,1600.2,1778222,2132.8,1.808333333
Turmeric,Bihar,3432,1600.2,457828.8,549.12,0.9985
Urad,Bihar,22366,1600.2,2983624.4,3578.56,0.807878788
Wheat,Bihar,2131232,1600.2,284306348.8,340997.12,2.228421053
Arhar/Tur,Chhattisgarh,50376,1246.2,6720158.4,8060.16,0.535
Bajra,Chhattisgarh,68,1246.2,9071.2,10.88,0.376666667
Bajra,Chhattisgarh,520,1246.2,69368,83.2,38.48533333
Barley,Chhattisgarh,3433,1246.2,457962.2,549.28,1.072857143
Castor seed,Chhattisgarh,158,1246.2,21077.2,25.28,0.9025
Coriander,Chhattisgarh,3184,1246.2,424745.6,509.44,0.305
Cotton(lint),Chhattisgarh,50,1246.2,6670,8,1.15
Dry chillies,Chhattisgarh,6028,1246.2,804135.2,964.48,0.687222222
Garlic,Chhattisgarh,901,1246.2,120193.4,144.16,3.006666667
Ginger,Chhattisgarh,1836,1246.2,244922.4,293.76,1.184705882
Gram,Chhattisgarh,243490,1246.2,32481566,38958.4,0.852777778
Groundnut,Chhattisgarh,31653,1246.2,4222510.2,5064.48,1.35
Horse-gram,Chhattisgarh,50203,1246.2,6697080.2,8032.48,0.3
Horse-gram,Chhattisgarh,2814,1246.2,375387.6,450.24,0.324166667
Jowar,Chhattisgarh,7709,1246.2,1028380.6,1233.44,0.928888889
Khesari,Chhattisgarh,428553,1246.2,57168970.2,68568.48,0.754
Linseed,Chhattisgarh,55900,1246.2,7457060,8944,0.319375
Maize,Chhattisgarh,100591,1246.2,13418839.4,16094.56,1.468333333
Masoor,Chhattisgarh,16758,1246.2,2235517.2,2681.28,0.315333333
Mesta,Chhattisgarh,1372,1246.2,183024.8,219.52,2.12125
Moong(Green Gram),Chhattisgarh,9211,1246.2,1228747.4,1473.76,0.275
Moong(Green Gram),Chhattisgarh,6937,1246.2,925395.8,1109.92,0.255714286
Niger seed,Chhattisgarh,71946,1246.2,9597596.4,11511.36,0.202
Onion,Chhattisgarh,4372,1246.2,583224.8,699.52,5.119411765
Other  Rabi pulses,Chhattisgarh,2733,1246.2,364582.2,437.28,0.191764706
Other Kharif pulses,Chhattisgarh,7235,1246.2,965149,1157.6,0.250555556
Peas & beans (Pulses),Chhattisgarh,16315,1246.2,2176421,2610.4,0.3325
Potato,Chhattisgarh,1910,1246.2,254794,305.6,6.440909091
Potato,Chhattisgarh,9653,1246.2,1287710.2,1544.48,5.00875
Ragi,Chhattisgarh,9338,1246.2,1245689.2,1494.08,0.258333333
Rapeseed &Mustard,Chhattisgarh,51397,1246.2,6856359.8,8223.52,0.388888889
Rice,Chhattisgarh,3902881,1246.2,520644325.4,624460.96,1.393888889
Safflower,Chhattisgarh,512,1246.2,68300.8,81.92,0.26
Sannhamp,Chhattisgarh,1605,1246.2,214107,256.8,0.306470588
Sesamum,Chhattisgarh,21232,1246.2,2832348.8,3397.12,0.330555556
Small millets,Chhattisgarh,207112,1246.2,27628740.8,33137.92,0.258888889
Soyabean,Chhattisgarh,72379,1246.2,9655358.6,11580.64,1.261428571
Sugarcane,Chhattisgarh,10966,1246.2,1462864.4,1754.56,3.015
Sunflower,Chhattisgarh,6227,1246.2,830681.8,996.32,0.400714286
Sweet potato,Chhattisgarh,2671,1246.2,356311.4,427.36,5.865
Tobacco,Chhattisgarh,19,1246.2,2534.6,3.04,0.823333333
Turmeric,Chhattisgarh,918,1246.2,122461.2,146.88,1.045
Urad,Chhattisgarh,109010,1246.2,14541934,17441.6,0.32
Urad,Chhattisgarh,5915,1246.2,789061,946.4,0.244615385
Wheat,Chhattisgarh,95020,1246.2,12675668,15203.2,1.299444444
Arhar/Tur,Gujarat,265100,1021.6,35364340,42416,1.095909091
Bajra,Gujarat,728200,1021.6,97141880,116512,1.3015
Bajra,Gujarat,193400,1021.6,25799560,30944,2.34952381
Banana,Gujarat,31200,1021.6,4162080,4992,57.96166667
Castor seed,Gujarat,358100,1021.6,47770540,57296,2.08
Cotton(lint),Gujarat,2422000,1021.6,323094800,387520,3.345909091
Dry chillies,Gujarat,8300,1021.6,1107220,1328,0.953333333
Garlic,Gujarat,44600,1021.6,5949640,7136,5.839411765
Gram,Gujarat,214800,1021.6,28654320,34368,0.9536
Groundnut,Gujarat,1712400,1021.6,228434160,273984,1.708333333
Groundnut,Gujarat,144700,1021.6,19302980,23152,1.694347826
Guar seed,Gujarat,195800,1021.6,26119720,31328,0.753333333
Jowar,Gujarat,81400,1021.6,10858760,13024,1.297777778
Jowar,Gujarat,46600,1021.6,6216440,7456,1.046363636
Maize,Gujarat,424000,1021.6,56561600,67840,1.401176471
Moong(Green Gram),Gujarat,209400,1021.6,27933960,33504,0.56125
Moth,Gujarat,49700,1021.6,6629980,7952,0.633529412
Onion,Gujarat,65400,1021.6,8724360,10464,28.88190476
Other  Rabi pulses,Gujarat,10300,1021.6,1374020,1648,0.778181818
Other Cereals,Gujarat,12200,1021.6,1627480,1952,0.674285714
Other Cereals,Gujarat,59800,1021.6,7977320,9568,1.286666667
Other Kharif pulses,Gujarat,27500,1021.6,3668500,4400,0.617368421
Potato,Gujarat,72300,1021.6,9644820,11568,24.42333333
Ragi,Gujarat,21700,1021.6,2894780,3472,0.9175
Rapeseed &Mustard,Gujarat,337000,1021.6,44955800,53920,1.615909091
Rice,Gujarat,726000,1021.6,96848400,116160,1.8325
Rice,Gujarat,32600,1021.6,4348840,5216,3.043333333
Sesamum,Gujarat,299600,1021.6,39966640,47936,0.460454545
Sugarcane,Gujarat,211000,1021.6,28147400,33760,71.189375
Tobacco,Gujarat,45700,1021.6,6096380,7312,1.613333333
Urad,Gujarat,104200,1021.6,13900280,16672,0.6992
Wheat,Gujarat,1273900,1021.6,169938260,203824,2.9304
Arhar/Tur,Haryana,28779,443.8,3839118.6,4604.64,0.842105263
Bajra,Haryana,627983,443.8,83772932.2,100477.28,2.016
Barley,Haryana,39528,443.8,5273035.2,6324.48,1.846
Castor seed,Haryana,2098,443.8,279873.2,335.68,0.762
Cotton(lint),Haryana,482474,443.8,64362031.6,77195.84,1.882777778
Dry chillies,Haryana,1321,443.8,176221.4,211.36,8.716428571
Garlic,Haryana,586,443.8,78172.4,93.76,5.104
Gram,Haryana,107338,443.8,14318889.2,17174.08,0.3785
Groundnut,Haryana,1314,443.8,175287.6,210.24,0.598333333
Horse-gram,Haryana,458,443.8,61097.2,73.28,0.0825
Jowar,Haryana,90728,443.8,12103115.2,14516.48,0.297692308
Maize,Haryana,13777,443.8,1837851.8,2204.32,0.979375
Masoor,Haryana,3430,443.8,457562,548.8,0.786923077
Moong(Green Gram),Haryana,21796,443.8,2907586.4,3487.36,0.193529412
Moth,Haryana,2798,443.8,373253.2,447.68,0.21
Onion,Haryana,3193,443.8,425946.2,510.88,18.20733333
Other Kharif pulses,Haryana,2840,443.8,378856,454.4,0.38
Peas & beans (Pulses),Haryana,1040,443.8,138736,166.4,0.663333333
Potato,Haryana,9917,443.8,1322927.8,1586.72,15.53166667
Rapeseed &Mustard,Haryana,496483,443.8,66230832.2,79437.28,1.2295
Rice,Haryana,1072545,443.8,143077503,171607.2,3.191578947
Sannhamp,Haryana,273,443.8,36418.2,43.68,0.070833333
Sesamum,Haryana,2741,443.8,365649.4,438.56,0.206842105
Sugarcane,Haryana,140365,443.8,18724691,22458.4,50.77
Sunflower,Haryana,8655,443.8,1154577,1384.8,1.3925
Sweet potato,Haryana,65,443.8,8671,10.4,12.7775
Urad,Haryana,3511,443.8,468367.4,561.76,0.314545455
Wheat,Haryana,2460680,443.8,328254712,393708.8,4.036
Arhar/Tur,Himachal Pradesh,49,1095.4,6536.6,7.84,0.336
Barley,Himachal Pradesh,23509,1095.4,3136100.6,3761.44,1.320909091
Coriander,Himachal Pradesh,236,1095.4,31482.4,37.76,0.252
Cotton(lint),Himachal Pradesh,63,1095.4,8404.2,10.08,0.506666667
Dry chillies,Himachal Pradesh,669,1095.4,89244.6,107.04,0.399
Garlic,Himachal Pradesh,4299,1095.4,573486.6,687.84,1.125
Ginger,Himachal Pradesh,2273,1095.4,303218.2,363.68,10.15
Gram,Himachal Pradesh,1452,1095.4,193696.8,232.32,0.815555556
Groundnut,Himachal Pradesh,97,1095.4,12939.8,15.52,1.038
Horse-gram,Himachal Pradesh,2422,1095.4,323094.8,387.52,0.444
Linseed,Himachal Pradesh,1571,1095.4,209571.4,251.36,0.216666667
Maize,Himachal Pradesh,300150,1095.4,40040010,48024,2.303333333
Masoor,Himachal Pradesh,607,1095.4,80973.8,97.12,0.671
Moong(Green Gram),Himachal Pradesh,685,1095.4,91379,109.6,0.467142857
Moth,Himachal Pradesh,9,1095.4,1200.6,1.44,0.276666667
Onion,Himachal Pradesh,823,1095.4,109788.2,131.68,8.408
Other  Rabi pulses,Himachal Pradesh,25,1095.4,3335,4,0.423333333
Other Kharif pulses,Himachal Pradesh,1745,1095.4,232783,279.2,0.37
Peas & beans (Pulses),Himachal Pradesh,10051,1095.4,1340803.4,1608.16,1.791818182
Potato,Himachal Pradesh,13583,1095.4,1811972.2,2173.28,9.051666667
Ragi,Himachal Pradesh,1845,1095.4,246123,295.2,1.117142857
Rapeseed &Mustard,Himachal Pradesh,8758,1095.4,1168317.2,1401.28,0.479
Rice,Himachal Pradesh,78571,1095.4,10481371.4,12571.36,1.686363636
Sannhamp,Himachal Pradesh,32,1095.4,4268.8,5.12,0.185
Sesamum,Himachal Pradesh,3586,1095.4,478372.4,573.76,0.337777778
Small millets,Himachal Pradesh,7443,1095.4,992896.2,1190.88,0.657142857
Soyabean,Himachal Pradesh,626,1095.4,83508.4,100.16,1.575
Sugarcane,Himachal Pradesh,2697,1095.4,359779.8,431.52,13.81285714
Turmeric,Himachal Pradesh,142,1095.4,18942.8,22.72,0.476666667
Urad,Himachal Pradesh,12259,1095.4,1635350.6,1961.44,0.455
Wheat,Himachal Pradesh,366592,1095.4,48903372.8,58654.72,1.500833333
Arhar/Tur,Madhya Pradesh,300463,740.4,40081764.2,48074.08,0.565
Bajra,Madhya Pradesh,200929,740.4,26803928.6,32148.64,0.869393939
Banana,Madhya Pradesh,7543,740.4,1006236.2,1206.88,43.1125
Barley,Madhya Pradesh,63722,740.4,8500514.8,10195.52,1.502894737
Castor seed,Madhya Pradesh,1626,740.4,216908.4,260.16,0.328125
Coriander,Madhya Pradesh,138113,740.4,18424274.2,22098.08,0.309787234
Cotton(lint),Madhya Pradesh,617943,740.4,82433596.2,98870.88,0.448571429
Garlic,Madhya Pradesh,53653,740.4,7157310.2,8584.48,2.956666667
Gram,Madhya Pradesh,2655684,740.4,354268245.6,424909.44,0.726666667
Groundnut,Madhya Pradesh,201078,740.4,26823805.2,32172.48,0.910212766
Horse-gram,Madhya Pradesh,23989,740.4,3200132.6,3838.24,0.286666667
Horse-gram,Madhya Pradesh,165,740.4,22011,26.4,0.186666667
Jowar,Madhya Pradesh,531456,740.4,70896230.4,85032.96,1.122083333
Jowar,Madhya Pradesh,3446,740.4,459696.4,551.36,1.443846154
Khesari,Madhya Pradesh,51415,740.4,6858761,8226.4,0.497857143
Linseed,Madhya Pradesh,108444,740.4,14466429.6,17351.04,0.5075
Maize,Madhya Pradesh,841830,740.4,112300122,134692.8,1.1325
Masoor,Madhya Pradesh,520643,740.4,69453776.2,83302.88,0.409574468
Niger seed,Madhya Pradesh,100416,740.4,13395494.4,16066.56,0.2172
Onion,Madhya Pradesh,41376,740.4,5519558.4,6620.16,12.21604167
Peas & beans (Pulses),Madhya Pradesh,169653,740.4,22631710.2,27144.48,0.416595745
Potato,Madhya Pradesh,56663,740.4,7558844.2,9066.08,11.41729167
Ragi,Madhya Pradesh,456,740.4,60830.4,72.96,0.21
Rapeseed &Mustard,Madhya Pradesh,635178,740.4,84732745.2,101628.48,0.675531915
Rice,Madhya Pradesh,1634912,740.4,218097260.8,261585.92,0.875
Safflower,Madhya Pradesh,433,740.4,57762.2,69.28,0.341111111
Sannhamp,Madhya Pradesh,4569,740.4,609504.6,731.04,0.568292683
Sesamum,Madhya Pradesh,309055,740.4,41227937,49448.8,0.415
Small millets,Madhya Pradesh,2912,740.4,388460.8,465.92,0.194285714
Soyabean,Madhya Pradesh,5187928,740.4,692069595.2,830068.48,0.857708333
Sugarcane,Madhya Pradesh,77120,740.4,10287808,12339.2,30.21326087
Sunflower,Madhya Pradesh,615,740.4,82041,98.4,0.301764706
Sweet potato,Madhya Pradesh,3752,740.4,500516.8,600.32,5.65173913
Tobacco,Madhya Pradesh,157,740.4,20943.8,25.12,0.428888889
Turmeric,Madhya Pradesh,655,740.4,87377,104.8,0.908275862
Urad,Madhya Pradesh,567959,740.4,75765730.6,90873.44,0.33
Urad,Madhya Pradesh,6224,740.4,830281.6,995.84,0.179411765
Wheat,Madhya Pradesh,4089343,740.4,545518356.2,654294.88,1.548958333
Arhar/Tur,Maharashtra,1159100,1257.2,154623940,185456,0.81125
Bajra,Maharashtra,1283000,1257.2,171152200,205280,0.742272727
Castor seed,Maharashtra,11500,1257.2,1534100,1840,0.3196
Cotton(lint),Maharashtra,3195400,1257.2,426266360,511264,2.172962963
Gram,Maharashtra,1353300,1257.2,180530220,216528,0.808064516
Groundnut,Maharashtra,329300,1257.2,43928620,52688,0.893076923
Groundnut,Maharashtra,90100,1257.2,12019340,14416,1.509032258
Jowar,Maharashtra,1270600,1257.2,169498040,203296,1.378846154
Jowar,Maharashtra,2876900,1257.2,383778460,460304,0.9212
Linseed,Maharashtra,67800,1257.2,9044520,10848,0.417222222
Maize,Maharashtra,571100,1257.2,76184740,91376,2.325357143
Maize,Maharashtra,86700,1257.2,11565780,13872,2.6852
Maize,Maharashtra,13700,1257.2,1827580,2192,1.413684211
Moong(Green Gram),Maharashtra,660800,1257.2,88150720,105728,0.598181818
Niger seed,Maharashtra,47300,1257.2,6309820,7568,0.3595
Other  Rabi pulses,Maharashtra,142200,1257.2,18969480,22752,0.580357143
Other Kharif pulses,Maharashtra,177400,1257.2,23665160,28384,0.496774194
Ragi,Maharashtra,128300,1257.2,17115220,20528,0.941818182
Rapeseed &Mustard,Maharashtra,9200,1257.2,1227280,1472,0.482758621
Rice,Maharashtra,1535300,1257.2,204809020,245648,1.377241379
Rice,Maharashtra,41400,1257.2,5522760,6624,2.486
Safflower,Maharashtra,230900,1257.2,30802060,36944,0.677142857
Sesamum,Maharashtra,88700,1257.2,11832580,14192,0.412727273
Sesamum,Maharashtra,3700,1257.2,493580,592,0.64
Small millets,Maharashtra,60800,1257.2,8110720,9728,0.56862069
Small millets,Maharashtra,5200,1257.2,693680,832,0.673684211
Soyabean,Maharashtra,2663600,1257.2,355324240,426176,1.4975
Sugarcane,Maharashtra,1092800,1257.2,145779520,174848,74.23888889
Sunflower,Maharashtra,111500,1257.2,14874100,17840,0.681304348
Sunflower,Maharashtra,176400,1257.2,23531760,28224,0.723333333
Sunflower,Maharashtra,11100,1257.2,1480740,1776,0.999090909
Urad,Maharashtra,563800,1257.2,75210920,90208,0.594242424
Wheat,Maharashtra,1252800,1257.2,167123520,200448,1.782333333
Arhar/Tur,Meghalaya,804,4702,107253.6,128.64,0.796666667
Castor seed,Meghalaya,28,4702,3735.2,4.48,0.525
Cotton(lint),Meghalaya,7186,4702,958612.4,1149.76,0.896666667
Gram,Meghalaya,544,4702,72569.6,87.04,0.586666667
Jute,Meghalaya,3982,4702,531198.8,637.12,6.446666667
Linseed,Meghalaya,82,4702,10938.8,13.12,0.48
Maize,Meghalaya,17048,4702,2274203.2,2727.68,1.504285714
Mesta,Meghalaya,4395,4702,586293,703.2,4.596666667
Other  Rabi pulses,Meghalaya,2214,4702,295347.6,354.24,0.97
Rapeseed &Mustard,Meghalaya,7252,4702,967416.8,1160.32,0.62
Rice,Meghalaya,32604,4702,4349373.6,5216.64,1.498571429
Rice,Meghalaya,11546,4702,1540236.4,1847.36,2.022857143
Rice,Meghalaya,62170,4702,8293478,9947.2,1.812857143
Sesamum,Meghalaya,1633,4702,217842.2,261.28,0.588333333
Small millets,Meghalaya,2627,4702,350441.8,420.32,0.991428571
Sugarcane,Meghalaya,92,4702,12272.8,14.72,2.344
Tobacco,Meghalaya,696,4702,92846.4,111.36,0.665
Wheat,Meghalaya,622,4702,82974.8,99.52,1.2425
Arhar/Tur,Nagaland,3200,1769,426880,512,1.2125
Cardamom,Nagaland,200,1769,26680,32,0.4825
Cotton(lint),Nagaland,150,1769,20010,24,0.365
Dry chillies,Nagaland,700,1769,93380,112,1.2675
Ginger,Nagaland,4000,1769,533600,640,7.055
Groundnut,Nagaland,1450,1769,193430,232,1.11
Jowar,Nagaland,800,1769,106720,128,1.315714286
Jute,Nagaland,2450,1769,326830,392,1.165
Linseed,Nagaland,9600,1769,1280640,1536,0.7475
Maize,Nagaland,62140,1769,8289476,9942.4,1.835
Maize,Nagaland,1500,1769,200100,240,1.91
Moong(Green Gram),Nagaland,450,1769,60030,72,1.13
Other  Rabi pulses,Nagaland,7600,1769,1013840,1216,1.147142857
Other Kharif pulses,Nagaland,8170,1769,1089878,1307.2,1.015
Peas & beans (Pulses),Nagaland,6020,1769,803068,963.2,1.39
Potato,Nagaland,2500,1769,333500,400,15.335
Rapeseed &Mustard,Nagaland,27550,1769,3675170,4408,0.725
Rice,Nagaland,166000,1769,22144400,26560,1.8275
Rice,Nagaland,1500,1769,200100,240,1.66
Sesamum,Nagaland,6520,1769,869768,1043.2,0.61125
Small millets,Nagaland,14900,1769,1987660,2384,0.987142857
Soyabean,Nagaland,26500,1769,3535100,4240,1.215
Sugarcane,Nagaland,4000,1769,533600,640,55.075
Sunflower,Nagaland,1000,1769,133400,160,0.9375
Sunflower,Nagaland,1200,1769,160080,192,0.766666667
Tapioca,Nagaland,600,1769,80040,96,23.09125
Turmeric,Nagaland,100,1769,13340,16,4.5625
Wheat,Nagaland,1150,1769,153410,184,1.56375
Arhar/Tur,Punjab,6000,527.2,800400,960,0.948333333
Bajra,Punjab,4000,527.2,533600,640,1
Barley,Punjab,16000,527.2,2134400,2560,3.5
Cotton(lint),Punjab,604000,527.2,80573600,96640,4.037272727
Gram,Punjab,2700,527.2,360180,432,1.006666667
Groundnut,Punjab,3100,527.2,413540,496,0.9625
Guar seed,Punjab,21900,527.2,2921460,3504,0.772
Jowar,Punjab,100,527.2,13340,16,1
Maize,Punjab,153000,527.2,20410200,24480,3.560833333
Masoor,Punjab,1200,527.2,160080,192,0.594285714
Moong(Green Gram),Punjab,11700,527.2,1560780,1872,0.779166667
Rapeseed &Mustard,Punjab,28000,527.2,3735200,4480,1.181176471
Rice,Punjab,2610000,527.2,348174000,417600,3.968
Sesamum,Punjab,8200,527.2,1093880,1312,0.392727273
Urad,Punjab,3500,527.2,466900,560,0.486666667
Wheat,Punjab,3488000,527.2,465299200,558080,4.4775
Arhar/Tur,Tripura,1221,2831.8,162881.4,195.36,0.7175
Cotton(lint),Tripura,1110,2831.8,148074,177.6,1.3425
Gram,Tripura,101,2831.8,13473.4,16.16,0.7425
Groundnut,Tripura,409,2831.8,54560.6,65.44,1.0875
Groundnut,Tripura,270,2831.8,36018,43.2,0.985
Jute,Tripura,458,2831.8,61097.2,73.28,8.145
Maize,Tripura,2123,2831.8,283208.2,339.68,0.995
Masoor,Tripura,323,2831.8,43088.2,51.68,0.6
Mesta,Tripura,949,2831.8,126596.6,151.84,7.56
Moong(Green Gram),Tripura,366,2831.8,48824.4,58.56,0.4975
Moong(Green Gram),Tripura,242,2831.8,32282.8,38.72,0.5625
Other  Rabi pulses,Tripura,1008,2831.8,134467.2,161.28,0.7075
Other Kharif pulses,Tripura,1389,2831.8,185292.6,222.24,0.66
Peas & beans (Pulses),Tripura,644,2831.8,85909.6,103.04,0.6925
Rapeseed &Mustard,Tripura,1451,2831.8,193563.4,232.16,0.725
Rice,Tripura,252897,2831.8,33736459.8,40463.52,2.4375
Sesamum,Tripura,1776,2831.8,236918.4,284.16,0.5
Sugarcane,Tripura,959,2831.8,127930.6,153.44,49.0375
Urad,Tripura,882,2831.8,117658.8,141.12,0.5825
Urad,Tripura,406,2831.8,54160.4,64.96,0.5925
Wheat,Tripura,1023,2831.8,136468.2,163.68,1.88
Arhar/Tur,Uttar Pradesh,368230,672.9,49121882,58916.8,0.910869565
Bajra,Uttar Pradesh,876979,672.9,116988998.6,140316.64,1.394516129
Barley,Uttar Pradesh,155298,672.9,20716753.2,24847.68,1.986571429
Coriander,Uttar Pradesh,5594,672.9,746239.6,895.04,0.577931034
Cotton(lint),Uttar Pradesh,4260,672.9,568284,681.6,0.247272727
Dry chillies,Uttar Pradesh,15658,672.9,2088777.2,2505.28,0.964461538
Ginger,Uttar Pradesh,900,672.9,120060,144,2.035333333
Gram,Uttar Pradesh,504777,672.9,67337251.8,80764.32,0.908695652
Groundnut,Uttar Pradesh,98981,672.9,13204065.4,15836.96,0.627735849
Guar seed,Uttar Pradesh,2370,672.9,316158,379.2,0.842363636
Jowar,Uttar Pradesh,211640,672.9,28232776,33862.4,0.829666667
Linseed,Uttar Pradesh,30267,672.9,4037617.8,4842.72,0.265348837
Maize,Uttar Pradesh,812088,672.9,108332539.2,129934.08,1.360289855
Maize,Uttar Pradesh,3627,672.9,483841.8,580.32,2.78
Maize,Uttar Pradesh,21930,672.9,2925462,3508.8,1.430714286
Masoor,Uttar Pradesh,507235,672.9,67665149,81157.6,0.750869565
Moong(Green Gram),Uttar Pradesh,31082,672.9,4146338.8,4973.12,0.191636364
Moong(Green Gram),Uttar Pradesh,31600,672.9,4215440,5056,0.616896552
Onion,Uttar Pradesh,9846,672.9,1313456.4,1575.36,13.97314286
Onion,Uttar Pradesh,11716,672.9,1562914.4,1874.56,13.49166667
Other  Rabi pulses,Uttar Pradesh,319752,672.9,42654916.8,51160.32,1.063285714
Potato,Uttar Pradesh,504858,672.9,67348057.2,80777.28,20.87428571
Rapeseed &Mustard,Uttar Pradesh,627431,672.9,83699295.4,100388.96,1.005142857
Rice,Uttar Pradesh,5690539,672.9,759117902.6,910486.24,1.962
Rice,Uttar Pradesh,18849,672.9,2514456.6,3015.84,2.152142857
Sannhamp,Uttar Pradesh,2533,672.9,337902.2,405.28,0.191
Sesamum,Uttar Pradesh,152905,672.9,20397527,24464.8,0.159833333
